1.wav|ŋu lɔ-hɔ-ɦəʔ , noŋ-ɲi ?
1993.wav|ɦiɤ ʦoŋ=ɲɪɲ , ciɔ ɦi " lɔ kʰəʔ-'lɑ " , zz-zoŋ "  " tʰəʔ=pi ku=le gəʔ .
1994.wav|te-z səŋ1-vu=fəŋ1-vəŋ ku-ɲɪɲ , ciɔ ɦi " pɪʔ tɪʔ sã1-sz " .
1995.wav|" cʰi=dɤ=bi " , " sɤ1=kʷəʔ=dɤ " , " ʦʰoʔ=pɪʔ=ciɐʔ " .
1996.wav|" məŋ=kʰe=ʦɪɲ1 tɔ cy-səʔ məŋ " , " gəʔ=koʔ=dɤ bã-zɐʔ tʰi1=ho1=pe " , " me=dɤ=ʦʰoʔ=tɔ=hɑ=r=pɪɲ " .
1997.wav|zɑ̃-he-ɲɪɲ ciã zɑ̃=he ɦo ; zɑ̃-he-ɲɪɲ ɦɑ ze-we ciã pʰu=tʰoŋ1 ɦo .
1998.wav|kʰe=kʰɤ iɔ1 ɦiɤ li=mɔ , vəʔ-kɑ̃ ɦo=ʦoʔ ɦe-ɦo .
1999.wav|koŋ1-goŋ1 zã-ɦəʔ vəʔ cʰɪʔ=ɕiã1=i1 .
2.wav|ŋu ɑ lɔ-hɔ-ɦəʔ .
20.wav|noŋ səŋ1=tʰi nɑ-nəŋ ?
200.wav|noŋ-we cʰi zɑ̃=pe1 vɐʔ .
2000.wav|loʔ=təŋ zəŋ-kʷɑ̃1 , ʦø=ue ʦʰo-ʦz iɔ1 ɲiã-ɲɪɲ .
2001.wav|koŋ1-ʦʰo kɔ1=dɤ iɔ1 zɪɲ-liɔ ʦe=zɪɲ .
2002.wav|ɲiã piɔ=ʦəŋ lu=piɔ kəŋ1 kʷe=ve vəŋ=zz kɑ̃-ɦo .
2003.wav|ʦʰo-siã li=ɕiã ʦəʔ1=pɔ ze=mɪɲ , vəʔ=iɔ1 'lu=su .
2004.wav|lɔ=zɐʔ bɪɲ ze=ɦɪɲ=y ze=iɔ1 ʦɔ=ku .
2005.wav|ʦʰɐʔ=poʔ zɑ̃=kɑ1 tʰəʔ ne=kʰø1 .
2006.wav|gɐʔ=gəʔ di=fɑ̃ ʦʰɪɲ pɔ=zz ø1=zɪɲ i1=ʦʰz bɑ=de .
2007.wav|gʷe=cɪɲ we-səŋ1 ɲɪɲ-ɲɪɲ ʦəŋ1=zz .
2008.wav|ʦu-ku tʰɔ-ɲɪɲ hʷø=ɕi gəʔ siɔ=bã=ɦiɤ .
2009.wav|zɑ̃-he-ɲɪɲ iɔ1=zz=lɪʔ zɑ̃=he sɪɲ1 ɦɪɲ=ziã .
201.wav|cʰi-ɦəʔ iɑ , ŋu mo-zɑ̃ cʰi .
2010.wav|zɑ̃=he zoŋ-le zz-ku he=nɐʔ pɐʔ=ʦʰø1 gəʔ zəŋ=zz .
2011.wav|pəŋ=di=ɲɪɲ , ŋɑ le-ɲɪɲ zi-sɪɲ1 goŋ1-ʦʰɑ̃ zɑ̃=he sɪɲ1 vəŋ=mɪɲ .
2012.wav|ʦu ɪʔ-ku kʰu=e=gəʔ zɑ̃-he-ɲɪɲ !
202.wav|kʰʷɑ=ti ʦʰø1 i1=zɑ̃ .
203.wav|cɪɲ1=ʦɔ1 ɦiɤ=ti lã , ʦʰø1 ɲioŋ=si=se1 .
204.wav|ŋu ɦe=məʔ kʰɑ=mi le .
205.wav|kʰʷɑ=ti cʰi kʰɑ=mi , səʔ=ŋɑ-ʦʰz .
206.wav|noŋ=iɔ1 kʰʷɑ=ti 'ləʔ .
207.wav|ŋu ɦe-siã ho-ʦɑ̃ le .
208.wav|noŋ ʦɔ=ve siã=ʦʰɪʔ sɑ ?
209.wav|ŋu tɔ te-we cʰi=ʦʰɪʔ .
21.wav|ŋu lɔ-hɔ-ɦəʔ !
210.wav|ɦɑ=tɑ poʔ=hɔ .
211.wav|kʰʷɑ ʦɤ , me=ciɔ1 kø=pəʔ1-zɑ̃ pe1-ʦʰo 'ləʔ .
212.wav|kʰʷɑ=ti , fɤ-ʦəʔ iɔ1 zz tɔ-liɔ .
213.wav|ŋu iɔ1 ʦəŋ=li vɑ̃=ci .
214.wav|ŋu iɔ1 sɤ1=ʦoʔ oʔ=ʦʰoʔ i1=zɑ̃ .
215.wav|ŋu ɦe-iɔ1 ʦʰɐʔ=ʦʰɐʔ de=ʦz sɔ sɔ=di .
216.wav|me=ciɔ1 ʦʰɪɲ1=li ləʔ-səʔ .
217.wav|zø=ɦɤ ɲiɔ sɐʔ i1=zɑ̃ liã ʦʰəʔ-cʰi .
218.wav|ɦe-iɔ1 mɑ=ʦʰe , mɑ=ɲioʔ , mɑ zəʔ-ɦioŋ=pʰɪɲ .
219.wav|vɐʔ iɔ1 mɑ̃-ci-tʰəʔ mɑ=doŋ zəŋ=zɪɲ=sz .
22.wav|ɪʔ-pe .
220.wav|si i1=zɑ̃ , sɔ=ve , lɔ=mɑ̃=gəʔ .
221.wav|təŋ 'ləʔ oʔ=li siã1 ɕy1-sɪʔ ɪʔ=tʰi1 , pi zɑ̃=pe1 ɦe-iɔ1 cʰɪʔ=lɪʔ .
222.wav|ɦi=le ŋu ɦo-cʰi zəŋ=li .
223.wav|ɲiɔ=məŋ=su hɔ .
224.wav|sɪɲ1-ɦəʔ ɪʔ=tʰi1 kʰe=sz 'ləʔ .
225.wav|'mɑ='mɑ , cɪɲ1=ʦɔ1 ɦiɤ bã=ɦiɤ tɔ=oʔ=li siã1=le bɐʔ=siã1 .
226.wav|hɔ-ku , nø=siɔ=ɲɪɲ ɦe-zz siɔ=ku1=ɲiã ɑ ?
227.wav|zz ŋu ɲy-bã-ɦiɤ .
228.wav|kʰʷɑ=ti ɲiɔ vɑ̃=ci sɤ1=ʦoʔ ʦʰɪɲ1=sɑ̃ .
229.wav|hɔ-ku , ŋu ɪʔ=dɪɲ we tɪʔ loŋ hɔ-ku .
23.wav|lɔ=vɐʔ hɔ-ku .
230.wav|ciɔ 'ne pɑ-pɑ mɑ=ti ʦʰe we=le .
231.wav|kɐʔ=zz ŋu gəʔ ɲy-bã-ɦiɤ ɦiã=sɪʔ .
232.wav|pɑ̃=noŋ ciɑ-zɔ ŋu oʔ=li siã1=ɲɪɲ .
233.wav|kɐʔ=zz ŋu gəʔ ɦiɑ=ɦiɑ , nɑ=nɑ .
234.wav|kɐʔ=zz ŋu 'mɑ='mɑ .
235.wav|ɦi zz ɪʔ-ku hɔ 'mɑ='mɑ .
236.wav|ŋu lɔ ʦəŋ1=zoŋ ɑ1-'lɑ 'mɑ='mɑ gəʔ .
237.wav|ɑ1-'lɑ pɑ-pɑ mɑ=ʦʰe cʰi-'ləʔ .
238.wav|ɦi ʦoŋ=kʷe koŋ1=ʦoʔ di=ɪʔ .
239.wav|kɐʔ=zz ŋu ʦiɑ-ʦiɑ .
24.wav|ziɑ=ziɑ=noŋ gəʔ kʷe=sɪɲ1 .
240.wav|kɐʔ=zz lɪɲ=hʷø , ɑ1-'lɑ ʦiɑ-ʦiɑ gəʔ e-ɲɪɲ .
241.wav|ŋu=məʔ ku1=ku1 , di-di , me=me .
242.wav|vɐʔ=ku , ŋu ɦiɤ-ɪʔ-ɦəʔ siɔ ŋɑ=sã1 .
243.wav|ɦi ʦã-liɔ lɔ=se gəʔ , lɔ ɟiã-ʦɑ̃ gəʔ .
244.wav|ɦi liɔ-liɔ oʔ=li zy nɔ=mã 'ləʔ .
245.wav|ɑ1-'lɑ oʔ=li siã1=gəʔ ɲɪɲ=ze hʷø=ɕi ɦi .
246.wav|'ne oʔ=li siã1=ɲɪɲ lɔ-hɔ-ɦəʔ .
247.wav|ɑ1-'lɑ oʔ=li siã1=zz sz=sz=doŋ=dɑ̃ .
248.wav|ɦo-tʰɑ̃1 iɔ1=zz ɑ1-'lɑ cɪʔ=hʷəŋ1 'ləʔ .
249.wav|we tɪʔ ɦiɤ r-ʦz wəʔ=ʦe ɲy-r .
25.wav|siɔ=wɑ̃ , ku-zz sɑ=ɲɪɲ ɑ ?
250.wav|ɦi zy-we tɪʔ ɦiɤ ŋɑ=koŋ1 ŋɑ=bu .
251.wav|tɔ=kɐʔ zəŋ-kʷɑ̃1 , ɑ1-'lɑ ʦʰɪɲ=ciø zy kəŋ1-kɑ1-tu1 'ləʔ .
252.wav|ɦiã=sɪʔ , ŋu ɦe-ɦiɤ lɔ=tu1 hɔ=bã=ɦiɤ .
253.wav|ɪʔ=dɔ ʦã-dɑ gəʔ bã=ɦiɤ pɑ̃ doʔ=sz zəŋ-kʷɑ̃1 gəʔ bã=ɦiɤ .
254.wav|ɑ1-'lɑ kʷe=ɦi ze lɔ-hɔ-ɦəʔ .
255.wav|ɦiɤ-ci1-we ŋu ciɑ-zɔ 'nɑ ɲɪɲ=təʔ .
256.wav|noŋ tʰɪɲ , lɪɲ=cy1=vɐʔ ɕiɔ=təʔ liɔ-liɔ ʦʰɔ sɑ .
257.wav|ɑ1-'lɑ kɑ̃=kɑ̃ pø=tɔ kɐʔ tɪʔ .
258.wav|zz ɪʔ te cɪʔ=hʷəŋ1 sz-ŋ=ɲi gəʔ fu-ʦʰi1 .
259.wav|cɪɲ=zã ʦʰɔ=siã1=mo gəʔ .
26.wav|ku-zz ŋu bã=ɦiɤ .
260.wav|liã-ku ɲɪɲ ʦoŋ=kʷe kʷø=ti vɐʔ ɪʔ=ɦiã .
261.wav|tʰəʔ ve-liɔ .
262.wav|vɐʔ=ku , ɦi=le hɔ ciɔ1-kʷe 'ləʔ .
263.wav|ŋu pɑ̃ ɦi lɑ kɑ̃ , de=bã=ɦiɤ gəʔ zəŋ-kʷɑ̃1 zz bã=ɦiɤ .
264.wav|cɪʔ=hʷəŋ1 i ɦɤ , ɪɲ=ke zz kã1 kɐʔ hɔ-ku bã=ɦiɤ .
265.wav|ŋu cɪɲ=zã iɐʔ ɦi lɑ se=bu , liɔ=tʰi1 .
266.wav|ɑ1-'lɑ ɑ zəŋ=we hɔ=bã=ɦiɤ 'ləʔ .
267.wav|ɑ1-'lɑ ɦiɤ lɔ=tu1 goŋ1-doŋ e=hɔ .
268.wav|ze hʷø=ɕi zz=zø .
269.wav|ɦi hʷø=ɕi səʔ-ɪɲ .
27.wav|ɲɪɲ=təʔ noŋ lɔ kʰe=sɪɲ1 gəʔ .
270.wav|ŋu hʷø=ɕi bo=se1 .
271.wav|ɑ1-'lɑ ze zz ly=ɦiɤ=mi .
272.wav|kʰʷɑ=iɔ1 ʦɤ-pi ɑ1-'lɑ kʷəʔ-ciɑ1 gəʔ se1=se1=sz=sz 'ləʔ .
273.wav|ɑ1-'lɑ cɪɲ1=ɲi ɑ1 iɐʔ-hɔ cʰi ɕiã1=kɑ̃ , ɔ=məŋ .
274.wav|ʦiã-le siã=iɔ1 tɔ ɑ1-'lɑ kʷəʔ-ciɑ1 gəʔ=pɔ=tɔ de ue .
275.wav|ŋu liɔ-liɔ zi=kʷəʔ ɦiɤ lɔ=tu1 bã=ɦiɤ .
276.wav|ɦiɤ-cy ɦe-ɦo kɑ̃='ləʔ hɔ .
277.wav|ze=fu=vɐʔ zz ɪʔ=pe=ʦz gəʔ bã=ɦiɤ .
278.wav|bã=ɦiɤ ze zz ɪʔ=pe=ʦz gəʔ ze=fu .
279.wav|noŋ hɔ , noŋ-ku səŋ lɔ=ʦɔ sɤ1=tɔ 'ləʔ .
28.wav|noŋ kʷe-sɪɲ ?
280.wav|lɔ=vɐʔ hɔ=i-sz1 gəʔ , məʔ ɟɪʔ zz we-sɪɲ po=noŋ .
281.wav|ɦi=le di-sɪɲ ɲiɪʔ=lɔ fɐʔ=dɐʔ=gəʔ .
282.wav|ɦo-tʰɑ̃1 pɑ̃=ŋu=fɐʔ di=ʦz ɦiɤ=ɟi hɔ 'ləʔ .
283.wav|ŋu ku-mɑ̃ ʦz zz  
284.wav|ŋu ɦi=le ɦiɤ=ti le 'ləʔ .
285.wav|lɔ-zã zəŋ-kʷɑ̃1 məʔ=siɑ səŋ po=loŋ 'ləʔ .
286.wav|ɦe-zz si1-cʰi tã=ʦɐʔ di=ɦo sø='ləʔ .
287.wav|ue , siɔ li=zz vɐʔ ?
288.wav|vɐʔ zz , noŋ zz sɑ=ɲɪɲ ?
289.wav|ŋu zz ly=kɑ̃ .
29.wav|ŋu sɪɲ=ly , ciɔ ly=ɲioʔ
290.wav|nəŋ-pɑ̃ ŋu ciɔ-səŋ siɔ li=vɐʔ ?
291.wav|noŋ təŋ=təŋ , ɦi hɔ=ziã ʦʰəʔ-cʰi 'ləʔ .
292.wav|təŋ ɦi we le=ɲiã ɦi tã di ɦo=po ŋu .
293.wav|ɦi ɕiɔ=təʔ noŋ di=ɦo ɦɔ=dɤ vɐʔ ?
294.wav|noŋ ly=ly noŋ-ku sɪɲ=mɪɲ tʰəʔ=di=ɦo .
295.wav|ŋu gəʔ sɤ=ci1 ɦɔ=dɤ zz   .
296.wav|hɔ-ku , ŋu ci-ɦo-le 'ləʔ .
297.wav|ku  fəŋ-ʦoŋ1 ɲiã ɦi we di ɦo=po noŋ .
298.wav|siɔ=li , kɑ̃=kɑ̃ ɦiɤ=ʦəʔ di=ɦo zɪɲ=noŋ .
299.wav|zz sɑ ɲɪɲ=tã le-ku .
3.wav|noŋ ʦø=ɟɪɲ nɑ-nəŋ ?
30.wav|noŋ-ciɔ sɐʔ mɪɲ=zz ɑ ?
300.wav|kɐʔ zz ɦi gəʔ sɪɲ=mɪɲ tʰəʔ=di=ɦo .
301.wav|ŋu , ɕiɔ=təʔ 'ləʔ , ziɑ=ziɑ .
302.wav|ue , noŋ hɔ , ŋu siã zɪɲ=ly si1-sã1 .
303.wav|ʦʰɪɲ məŋ-noŋ zz ɑ1-li we ?
304.wav|ʦʰɪɲ=noŋ kɑ̃=ɕiã=ti .
305.wav|ŋu tʰɪɲ=vɐʔ ʦʰɪɲ1=sɑ̃ noŋ kɑ̃ ɦe-ɦo .
306.wav|ŋu zɪɲ=ly=kɑ̃ .
307.wav|noŋ hɔ=ziã tã ʦʰu=tʰəʔ di=ɦo 'ləʔ .
308.wav|vɐʔ hɔ=i-sz1 , ʦʰɪɲ pɑ̃=ŋu=ʦø ku=cʰi le=se1 vɐʔ ?
309.wav|ŋu zɪɲ=ly=kɑ̃ ɦiɤ cɪʔ zz=tʰi .
31.wav|ŋu-ciɔ ʦã=ve .
310.wav|
311.wav|
312.wav|
313.wav|
314.wav|pɐʔ=ʦʰi1 ve-i
315.wav|noŋ zz sɑ-zəŋ-kʷɑ̃1 le-ku ?
316.wav|ŋu zz cʰi=ɲi ʦʰɪʔ-ɲyɪʔ=pɪɲ1 le-ku .
317.wav|mo-zɑ̃ iɔ1 ɪʔ=ɲi 'ləʔ .
318.wav|noŋ zz  ɲi pɪʔ=ɲiɪʔ gəʔ=vɐʔ ?
319.wav|vɐʔ zz-ku , ŋu zz  ɲi pɪʔ=ɲiɪʔ gəʔ .
32.wav|pɑ̃=noŋ ciɑ-zɔ ŋu gəʔ bã=ɦiɤ , li=mɪɲ .
320.wav|noŋ i=cɪɲ koŋ1=ʦoʔ  ɲi 'ləʔ .
321.wav|zz-ku , kʰʷɑ  ɲi 'ləʔ .
322.wav|kɐʔ ci=ɲi ŋu ɪʔ=zəʔ nu=lɪʔ koŋ1=ʦoʔ .
323.wav|ʦʰɪɲ=vəŋ , ci=ti ʦoŋ='ləʔ ?
324.wav|ŋu kʰø1=ciɔ1 .
325.wav|ɦi=le zz  ti=pø .
326.wav|tɔ ɦo-pe1 zəŋ-kʷɑ̃1 'ləʔ .
327.wav|ŋu ɦo-pø-tʰi1  ti=ʦoŋ we-cʰi .
328.wav|ɦiɑ=tɔ  ti  fəŋ=ʦʰɪʔ1 ve .
329.wav| ti=ʦoŋ ʦu=ɦiɤ kʰø1=di=zz .
33.wav|ɦe-zz ŋu zz=ci le ciɑ-zɔ vɐʔ !
330.wav| ti=pø kʰʷəŋ-kɔ .
331.wav|kʰʷəŋ-kɔ zi=dɤ ŋu ɦe-iɔ1 kʰø1 pø-ku ʦoŋ dɤ-ɦəʔ sz .
332.wav|ʦɔ=lɑ̃ siã1 , ŋu ɲiɔ nɔ=ʦoŋ kʰe=tɔ  ti  fəŋ .1
333.wav|'me=tʰi1 kʰʷəŋ    gəʔ ʦoŋ=dɤ .
334.wav|cɪɲ1=ʦɔ1 nɔ ʦoŋ=məʔ ɕiã .
335.wav|ŋu gəʔ piɔ dɪɲ tʰəʔ-liɔ .
336.wav|ɪɲ1=we ɦi məʔ di 'ləʔ .
337.wav|su=i ŋu cɪɲ1=ʦɔ1 zɑ̃=pe1 zz tɔ-liɔ .
338.wav|ʦoŋ1=lɑ̃ siã1 , ŋu iɔ1-cʰi sy1=ŋu=gəʔ piɔ .
339.wav|ɦi=le kʰʷɑ  ti=ʦoŋ 'ləʔ .
34.wav|ŋu zz zɑ̃=he gəʔ .
340.wav|ɦi=le ʦəŋ1=hɔ  ti=ʦoŋ .
341.wav|ɦi=le  ti tu='ləʔ1 .
342.wav|ɦe-le təʔ ɟɪʔ vɐʔ ?
343.wav|zəŋ-kʷɑ̃1 tɔ-liɔ .
344.wav|ɑ1-'lɑ iɔ1 ʦəŋ1=sɪʔ zəŋ-kʷɑ̃1 .
345.wav|zəŋ-kʷɑ̃1 zy=zz ʦʰɔ=pʰiɔ .
346.wav|cɪɲ1=ʦɔ1 li=pɑ ci ?
347.wav|cɪɲ1=ʦɔ1 li=pɑ=loʔ .
348.wav|zoʔ=tʰi1 li=pɑ=ŋ .
349.wav|zi=tʰi1 li=pɑ=sz .
35.wav|ɦi=le 'ləʔ he zɑ̃=he sz=ve dɑ-ɦoʔ tɑ̃ 'lɔ-sz .
350.wav|məŋ-ʦɔ1 li=pɑ=tʰi1 .
351.wav|ɦɤ=tʰi1 li=pɑ=ɪʔ .
352.wav|li=pɑ=ŋ
353.wav|li=pɑ=loʔ
354.wav|li-pɑ-ɲiɪʔ
355.wav|zɑ̃-ku li=pɑ .
356.wav|ku-ku li=pɑ .
357.wav|ɦo-ɦəʔ li=pɑ .
358.wav|ɦi=le zz=ci ɦiɪʔ-vəŋ1 ?
359.wav|ɦi=le zz se1-ɲyɪʔ .1
36.wav|noŋ ɑ li təʔ gəʔ ɑ ?
360.wav|cɪɲ1=ʦɔ1 zz ci-ɦiɪʔ ci=ɦɔ ?
361.wav|cɪɲ1=ʦɔ1 zz se1-ɲyɪʔ  ɦɔ .
362.wav|mo-zɑ̃ zy=iɔ1 se1-ɲyɪʔ  ɦɔ='ləʔ .
363.wav|"  " zz siɔ-fi1 ʦe ɟiø=ɪʔ ɲiɪʔ .
364.wav|ɦo-ɦəʔ ɦɔ=dɤ zz ci-ɦiɪʔ ?
365.wav|ɦo-gəʔ-ɦiɪʔ zz sz-ɲyɪʔ .
366.wav|ɪʔ-ɲyɪʔ
367.wav|ɲi-ɲyɪʔ
368.wav|se1-ɲyɪʔ
369.wav|sz-ɲyɪʔ
37.wav|noŋ zz-zoŋ kʷɑ̃=ʦɤ1 le-ku vɐʔ ?
370.wav|ŋ-ɲyɪʔ
371.wav|loʔ-ɲyɪʔ
372.wav|ʦʰɪʔ-ɲyɪʔ
373.wav|pɐʔ-ɲyɪʔ
374.wav|cy-ɲyɪʔ
375.wav|zəʔ-ɲyɪʔ
376.wav|zəʔ-ɪʔ-ɲyɪʔ
377.wav|zəʔ-ɲi=ŋəʔ
378.wav|cɪɲ1=ʦɔ1 tʰi1=cʰi nɑ-nəŋ ?
379.wav|tʰi1=cʰi z=pɔ=kɑ̃ cɪɲ1=ʦɔ1 zz hɔ tʰi1=cʰi .
38.wav|vɐʔ zz , ŋu zz zəŋ=tu1 gəʔ .
380.wav|uəŋ=du nɑ-nəŋ ?
381.wav|vɐʔ lã ɑ=vɐʔ=ɲiɪʔ .
382.wav|zz ɦiã-kʷɑ̃1 mɪɲ=mi gəʔ ʦʰəŋ1=tʰi1 .
383.wav|zi liã tʰi1 kʷɐʔ dɑ-foŋ , tʰi1=cʰi ʦəŋ1=lã .
384.wav|zɑ̃=he toŋ1=tʰi1 lã=foŋ=sɤ sɤ=gəʔ .
385.wav|we tɪʔ loʔ=sɪʔ vɐʔ ?
386.wav|ne-pe we tɪʔ loʔ=sɪʔ .
387.wav|cɪɲ1=ɲi zy loʔ-liɔ ɪʔ-zã dɑ-sɪʔ .
388.wav|zɑ̃=he gəʔ ʦʰəŋ1=tʰi1 , tʰi1=cʰi zɪɲ=lɑ̃ .
389.wav|ɪʔ=tʰi1 pi ɪʔ=tʰi1 nø=ɲiɪʔ .
39.wav|noŋ ɦi le ʦu sɑ=gəʔ ?
390.wav|cʰi=uəŋ səŋ1=təʔ lɔ=kʰʷɑ gəʔ .
391.wav|lɪɲ=zɑ̃  du .
392.wav|vɐʔ ku=tʰi1 cʰi pi-ho lɔ-dɑ gəʔ .
393.wav|mɪɲ-ʦɔ1-we tɪʔ nɑ-nəŋ ?
394.wav|tʰɪɲ tʰɪɲ cɪɲ1 zɔ1-ku tʰi1=cʰi z=pɔ hɔ 'ləʔ .
395.wav| ŋəʔ  ɦɔ , iã , ɦiɤ siɔ=z .
396.wav|we tɪʔ loʔ=z vɐʔ .
397.wav|ue-ʦʰəŋ1 gəʔ zəŋ-kʷɑ̃1 cɪɲ=zã=iɔ1 loʔ=z gəʔ .
398.wav|ʦʰəŋ1=tʰi1 foŋ ɑ lɔ-dɑ gəʔ .
399.wav|ɦiɤ-zəŋ-kʷɑ̃1 we tɪʔ kʷɐʔ sz ŋ-cɪʔ dɑ-foŋ .
4.wav|ze hɔ vɐʔ ?
40.wav|ŋu liɔ-liɔ zɑ̃=he zɑ̃ dɑ-ɦoʔ .
400.wav|ɦo-tʰi1 ɲi ?
401.wav|tʰi1=cʰi lɔ=ɲiɪʔ=gəʔ .
402.wav|ɦo-tʰi1 gəʔ bɪɲ=cyɪɲ1=uəŋ=du zz  du ʦu=ɦiɤ .
403.wav|vɐʔ=ku ʦø=ɲiɪʔ=gəʔ zəŋ-kʷɑ̃1 cʰi=uəŋ iɔ1 tɔ  du ʦu=ɦiɤ 'ləʔ .
404.wav|kɐʔ tɪʔ tʰi1=cʰi lɔ=ɲiɪʔ=gəʔ .
405.wav|tʰɑ=ɦiã lɐʔ ho1=ho1 gəʔ .
406.wav|ɲiɪʔ=tɪʔ iɔ1 si1 .
407.wav|vɐʔ ku-ɦo tʰi1=ɪʔ ku , zy tɔ zɑ̃=he ʦø hɔ-ku ci=ʦɪʔ .
408.wav|ʦʰy1=tʰi1 , tʰi1=cʰi lɔ-hɔ-ɦəʔ .
409.wav|uəŋ=du lɔ=səʔ ɲi=gəʔ .
41.wav|ɦoʔ-zɪʔ ne=vɐʔ ?
410.wav|tʰi1 lɔ=kɔ1 , lɔ=le=gəʔ .
411.wav|vi foŋ-ʦʰz1 ʦʰø1 , ʦʰy1=kɔ1=cʰi=sɑ̃ .
412.wav|vɐʔ lã=vɐʔ=ɲiɪʔ .
413.wav|ʦəŋ1=zz tʰəʔ səʔ=ɲi 'ləʔ .
414.wav|ʦʰy1=tʰi1 zz zəŋ=zoʔ gəʔ ci=ʦɪʔ .
415.wav|ʦʰy1=tʰi1 zz foŋ1=sɤ1=gəʔ ci=ʦɪʔ .
416.wav|ʦʰy1=tʰi1 ciɔ1-kʷe tu1=ʦz1=tu1=ʦʰe .
417.wav|tɔ=ʦʰz ze lɔ pʰiɔ1=liã gəʔ .
418.wav|ŋu=ɲɪɲ we ʦʰy1=tʰi1 zz zɑ̃=he ʦø=hɔ kʰø1-ku ci=ʦɪʔ .
419.wav|ŋu hʷø=ɕi zɑ̃=he gəʔ ʦʰy1=tʰi1 .
42.wav|vɐʔ ne , ŋu ɦoʔ-zɪʔ lɔ-hɔ-ɦəʔ .
420.wav|ʦɔ , ʦʰɪʔ ʦɔ=ve 'ləʔ .
421.wav|ŋu=vɐʔ=ʦʰɪʔ , ŋu tɔ te-we zəʔ-dɑ̃ cʰi=ʦʰɪʔ .
422.wav|noŋ ʦɔ=ve ʦʰɪʔ=ku vɐʔ ?
423.wav|ɦe-məʔ ʦʰɪʔ .
424.wav|noŋ hʷø=ɕi ʦʰɪʔ sɑ ?
425.wav|ŋu hʷø=ɕi ʦʰɪʔ mi=pɔ1 , həʔ=ɲiɤ=nɑ .
426.wav|ʦʰɪʔ=təʔ pɔ=vɐʔ ?
427.wav|kʰu=i gəʔ , ŋu ʦɔ=ve ʦʰɪʔ 'ləʔ vɐʔ tu1-ku .
428.wav|ŋu ʦʰɪʔ 'ləʔ lɔ tu1-ku .
429.wav|ŋu iɔ1=ʦʰɪʔ ɪʔ=uø dɤ=ʦiã , ɪʔ=kəŋ1 ɦiɤ-diɔ , ɪʔ ʦɐʔ1 wu=pɔ1=de .
43.wav|ʦoʔ-noŋ ɦoʔ-zɪʔ ʦʰy=təʔ kã1 hɔ-ku zəŋ=ʦɪʔ .
430.wav|ŋu i=cɪɲ ŋu 'ləʔ
431.wav|ʦoŋ1=ve ɑ1-'lɑ ʦʰɪʔ ʦoŋ1=ʦʰø1 ɦe-zz si1=ʦʰø1 ?
432.wav|ɑ1-'lɑ zy ʦʰɪʔ=ti kʰʷɑ=ʦʰø1 hɔ 'ləʔ .
433.wav|gəʔ=məʔ ɑ1-'lɑ zy-cʰi ʦʰɪʔ " kʰəŋ=təʔ=ci1 " .
434.wav|ʦʰɪɲ po ŋu liã ʦɐʔ1 hø-pɔ .
435.wav|ʦʰɪɲ po ŋu ɪʔ=pe1 ɲiɪʔ kʰɑ-fi .
436.wav|ŋu iɔ1 ɪʔ-vəŋ1 pɪɲ1=cɪʔ=lɪɲ .
437.wav|diɔ-kã1
438.wav|ʦʰɑ1-ʦz
439.wav|tɔ1
44.wav|pɑ̃=noŋ kɑ̃ ɦe=ɦo lɔ kʰe=sɪɲ1 gəʔ .
440.wav|bø=ʦz
441.wav|pe1=ʦz
442.wav|ʦʰø1=cɪɲ1 ʦz
443.wav|wɑ̃ ɦiɤ
444.wav|ku=ʦiã
445.wav|ɕiã1=zã
446.wav|kʰɑ-fi
447.wav|bɐʔ=ʦy
448.wav|bi=ʦy
449.wav|kʰʷɑ̃ zi=sz
45.wav|ʦʰɪɲ=vəŋ , li=lɪʔ liɔ-liɔ vɐʔ ?
450.wav|kʰu=kʰɤ=kʰu-loʔ
451.wav|cɪɲ1=ʦɔ1 ɦiɑ=li noŋ siã=ʦʰɪʔ ti=sɑ ?
452.wav|ɑ1-'lɑ cʰi=ʦʰɪʔ nø=ziã siɔ=loŋ pɔ1 .
453.wav|ŋu ciɐʔ-təʔ tʰəʔ ɦiɤ=ɲi 'ləʔ , vɐʔ siã=ʦʰɪʔ .
454.wav|ɑ1-'lɑ cʰi ʦʰɪʔ=ti ʦʰɪɲ1=de gəʔ ʦʰe hɔ 'ləʔ .
455.wav|gəʔ=məʔ ɑ1-'lɑ cʰi=ʦʰɪʔ sɪɲ1=su=de .
456.wav| ɲɪɲ 'nɑ  ci=we ?
457.wav|ɑ1-'lɑ ŋ-ku ɲɪɲ .
458.wav|cɪɲ1=ʦɔ1 ɦiɤ=ti sɐʔ=gəʔ tʰəʔ=səʔ ʦʰe 
459.wav|po 'ne=pɪɲ1 ʦʰe-te kʰø1=kʰø1 .
46.wav|vɐʔ 'ləʔ he , ɦi ɦe məʔ we=le .
460.wav|fe-gɑ=ʦʰɔ=de .
461.wav|ɦoŋ-sɔ dɤ=vu .
462.wav|su=zəʔ-cɪɲ .
463.wav|su1-ʦʰe , sz=ku so1-'lɑ .
464.wav|sz=ʦz=ŋ .
465.wav|koŋ=bɔ ci-tɪɲ1 .
466.wav|ʦʰɔ=ʦz1 kø1 .
467.wav|ɦoŋ-sɔ ɲiɤ=ɲioʔ .
468.wav|sɐʔ=ɦiã=ɲioʔ .
